0,1417428469,0,0,0,0
1,1417428469,0,0,1,0
2,1417428469,0,0,2,141
3,1417428469,0,0,3,0
4,1417428469,0,0,4,57
5,1417428469,0,0,5,598
6,1417428469,0,0,6,300
7,1417428469,0,0,7,47
8,1417428469,0,1,0,0
9,1417428469,0,1,1,54
10,1417428469,0,1,2,142
11,1417428469,0,1,3,298
12,1417428469,0,1,4,0
13,1417428469,0,1,5,0
14,1417428469,0,1,6,0
15,1417428469,0,1,7,0
16,1417428469,0,1,8,0
17,1417428469,0,1,9,0
18,1417428469,0,1,10,34
19,1417428469,0,1,11,30
20,1417428469,0,1,12,21
21,1417428469,0,2,0,1210
22,1417428469,0,2,1,74
23,1417428469,0,2,2,66
24,1417428469,0,2,3,0
25,1417428469,0,2,4,157
26,1417428469,0,2,5,895
27,1417428469,0,2,6,1209
28,1417428469,0,2,7,0
29,1417428469,0,2,8,0
30,1417428469,0,2,9,0
31,1417428469,0,3,0,799
32,1417428469,0,3,1,0
33,1417428469,0,3,2,0
34,1417428469,0,3,3,0
35,1417428469,0,3,4,45
36,1417428469,0,3,5,0
37,1417428469,0,3,6,0
38,1417428469,0,3,7,0
39,1417428469,0,3,8,300
40,1417428469,0,3,9,0
41,1417428469,0,3,10,600
42,1417428469,1,0,0,308
43,1417428469,1,0,1,0
44,1417428469,1,0,2,896
45,1417428469,1,0,3,0
46,1417428469,1,0,4,0
47,1417428469,1,0,5,0
48,1417428469,1,0,6,0
49,1417428469,1,0,7,36
50,1417428469,1,0,8,600
51,1417428469,1,0,9,0
52,1417428469,1,0,10,62
53,1417428469,1,0,11,0
54,1417428469,1,1,0,0
55,1417428469,1,1,1,0
56,1417428469,1,1,2,26
57,1417428469,1,1,3,70
58,1417428469,1,1,4,0
59,1417428469,1,1,5,32
60,1417428469,1,1,6,0
61,1417428469,1,1,7,0
62,1417428469,1,2,0,0
63,1417428469,1,2,1,0
64,1417428469,1,2,2,0
65,1417428469,1,2,3,0
66,1417428469,1,2,4,0
67,1417428469,1,2,5,0
68,1417428469,1,3,0,808
69,1417428469,1,3,1,76
70,1417428469,1,3,2,0
71,1417428469,1,3,3,0
72,1417428469,1,3,4,1193
73,1417428469,1,3,5,0
74,1417428469,1,3,6,808
75,1417428469,1,3,7,0
76,1417428469,2,0,0,0
77,1417428469,2,0,1,27
78,1417428469,2,0,2,594
79,1417428469,2,0,3,0
80,1417428469,2,0,4,40
81,1417428469,2,0,5,0
82,1417428469,2,0,6,0
83,1417428469,2,1,0,0
84,1417428469,2,1,1,906
85,1417428469,2,1,2,24
86,1417428469,2,1,3,0
87,1417428469,2,1,4,0
88,1417428469,2,1,5,0
89,1417428469,2,1,6,296
90,1417428469,2,1,7,69
91,1417428469,2,1,8,0
92,1417428469,2,1,9,0
93,1417428469,2,2,0,1205
94,1417428469,2,2,1,0
95,1417428469,2,2,2,153
96,1417428469,2,2,3,290
